,Judge_Name,Judge_Reject,Judge_Impose,Judge_Impose2,Def_Race,Court,Def_Gender,AnyCriminalHistory,crimetype_people,crimetype_violent,crimetype_property,crimetype_drug,crimetype_mva,crimetype_financial,crimetype_firearms,days_btwn_arrest_plea,days_btwn_plea_tender,DefAttorneyType,X1stCharge_Status,X1stPROS_SentLength,X1stPROS_ProbLength,X1stPROS_SentenceType,RehabTreatment,X1stPROS_Prison.,X1stPROS_Probation
116,Roger Hensley,Yes,Yes,More,White,District Court,"Other (please specify their preferred gender identity, if known)",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,981.0,133.0,a court-appointed lawyer,Nolle Prosequi,0.0,48.0,County/Split,Yes,Yes,Yes
117,Julia Obrien,No,Yes,Unclear,Unknown,District Court,"Other (please specify their preferred gender identity, if known)",1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,388.0,492.0,unknown,Other,7.0,46.0,State Prison,No,Yes,Yes
118,Roger Hensley,Yes,Yes,Less,Other,Not yet determined,Male,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,892.0,204.0,a private attorney,Nolle Prosequi,7.0,45.0,House of Corrections,Yes,No,Yes
119,Gregory Wilkins,No,Yes,Less,White,Superior Court,"Other (please specify their preferred gender identity, if known)",0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,235.0,308.0,a private attorney,267/87,1.0,23.0,House of Corrections,No,No,Yes
120,Roger Hensley,No,Yes,Unclear,White,Superior Court,Female,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,233.0,336.0,from CPCS,Guilty verdict/finding,2.0,45.0,Probation,No,Yes,Yes
121,Kaitlin Flores,Yes,No,More,Other,Superior Court,Female,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,845.0,612.0,unknown,Guilty verdict/finding,6.0,45.0,"State Prison,Probation",No,No,No
122,Matthew Perez,No,Yes,Unclear,Other,Not yet determined,"Other (please specify their preferred gender identity, if known)",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,398.0,290.0,a court-appointed lawyer,Guilty verdict/finding,5.0,27.0,County/Split,No,No,Yes
123,Julia Obrien,No,No,Unclear,Other,Not yet determined,"Other (please specify their preferred gender identity, if known)",0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,544.0,684.0,unknown,Nolle Prosequi,8.0,12.0,"State Prison,Probation",Yes,No,No
124,Kaitlin Flores,No,No,More,White,Not yet determined,Female,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,514.0,13.0,a court-appointed lawyer,Dismissed,8.0,2.0,"State Prison,Probation",No,No,No
125,Gregory Wilkins,Yes,Yes,More,Other,District Court,Male,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,910.0,34.0,unknown,Nolle Prosequi,6.0,11.0,House of Corrections,Yes,Yes,Yes
126,Zachary Mccall,No,No,Less,Other,District Court,"Other (please specify their preferred gender identity, if known)",1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,739.0,90.0,a court-appointed lawyer,267/87,7.0,13.0,Probation,Yes,Yes,No
127,Kaitlin Flores,Yes,Yes,Less,Hispanic,Superior Court,Female,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,455.0,347.0,a court-appointed lawyer,Other,1.0,45.0,Probation,Yes,Yes,Yes
128,Rebecca Becker,Yes,No,Unknown,Black,Superior Court,Male,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,252.0,21.0,from CPCS,Other,5.0,9.0,House of Corrections,Yes,No,No
129,Roger Hensley,No,Yes,More,Other,Superior Court,"Other (please specify their preferred gender identity, if known)",1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,566.0,555.0,from CPCS,Other,2.0,12.0,Probation,No,Yes,Yes
130,Rebecca Becker,Yes,No,Unknown,Black,Superior Court,Female,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,846.0,780.0,unknown,Guilty verdict/finding,5.0,19.0,County/Split,Yes,No,Yes
131,Kaitlin Flores,No,Yes,Unknown,Other,Not yet determined,Male,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,906.0,100.0,unknown,267/87,0.0,47.0,County/Split,No,No,Yes
132,Paul Russell,Yes,No,Unknown,Hispanic,Superior Court,"Other (please specify their preferred gender identity, if known)",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,191.0,781.0,from CPCS,Dismissed,10.0,7.0,"State Prison,Probation",No,No,Yes
133,Julia Obrien,No,No,Unknown,Other,Not yet determined,Male,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,264.0,155.0,a private attorney,Dismissed,6.0,11.0,County/Split,No,Yes,Yes
134,Julia Obrien,No,Yes,Unknown,Unknown,District Court,Female,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,404.0,335.0,unknown,Guilty verdict/finding,2.0,27.0,State Prison,Yes,Yes,No
135,Matthew Perez,No,Yes,Less,White,District Court,Female,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,303.0,594.0,from CPCS,Continuance without a finding,7.0,12.0,Probation,No,Yes,No
136,Gregory Wilkins,No,No,Less,Unknown,Superior Court,Male,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,343.0,244.0,from CPCS,Other,2.0,17.0,"State Prison,Probation",Yes,Yes,No
137,Paul Russell,No,Yes,Less,Other,Superior Court,"Other (please specify their preferred gender identity, if known)",0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,591.0,336.0,unknown,Continuance without a finding,9.0,40.0,County/Split,Yes,No,Yes
138,Kaitlin Flores,Yes,No,Less,Black,Not yet determined,Female,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496.0,161.0,unknown,Other,4.0,18.0,County/Split,No,No,Yes
139,Paul Russell,Yes,Yes,More,Hispanic,Superior Court,"Other (please specify their preferred gender identity, if known)",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,398.0,600.0,unknown,Dismissed,8.0,6.0,"State Prison,Probation",Yes,Yes,No
140,Kyle White,Yes,Yes,More,Black,District Court,Male,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,672.0,486.0,unknown,267/87,9.0,15.0,Probation,No,Yes,No
141,Rebecca Becker,No,No,Unknown,Unknown,Not yet determined,Male,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,274.0,445.0,a court-appointed lawyer,Guilty verdict/finding,4.0,27.0,County/Split,No,Yes,Yes
142,Paul Russell,No,Yes,Unclear,White,District Court,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,517.0,232.0,unknown,267/87,2.0,36.0,"State Prison,Probation",Yes,Yes,Yes
143,Gregory Wilkins,No,Yes,Less,Unknown,District Court,Male,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,435.0,29.0,a private attorney,Other,4.0,16.0,Probation,Yes,No,Yes
144,Kyle White,Yes,Yes,Less,Black,Not yet determined,Male,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,154.0,125.0,from CPCS,Other,1.0,21.0,State Prison,Yes,Yes,Yes
145,Julia Obrien,Yes,No,Unknown,Other,Not yet determined,"Other (please specify their preferred gender identity, if known)",0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,724.0,335.0,a private attorney,267/87,7.0,42.0,Probation,No,No,No
146,Matthew Perez,Yes,No,Less,Unknown,District Court,Female,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,548.0,460.0,a private attorney,Guilty verdict/finding,9.0,18.0,State Prison,No,No,No
147,Paul Russell,No,Yes,More,Hispanic,District Court,"Other (please specify their preferred gender identity, if known)",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,134.0,436.0,from CPCS,Other,9.0,6.0,County/Split,Yes,Yes,Yes
148,Kaitlin Flores,Yes,No,Less,Unknown,Not yet determined,Female,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,950.0,15.0,from CPCS,Other,3.0,34.0,Probation,No,Yes,Yes
149,Matthew Perez,Yes,Yes,More,Unknown,District Court,Male,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,477.0,409.0,a private attorney,Nolle Prosequi,8.0,45.0,"State Prison,Probation",No,No,Yes
150,Paul Russell,No,Yes,Less,Black,District Court,Female,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,862.0,409.0,a private attorney,Nolle Prosequi,5.0,44.0,Probation,Yes,Yes,No
151,Julia Obrien,No,No,More,Unknown,Superior Court,Male,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,481.0,464.0,a court-appointed lawyer,Other,6.0,32.0,State Prison,No,Yes,No
152,Julia Obrien,No,Yes,Unclear,Other,Not yet determined,Female,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,193.0,55.0,a court-appointed lawyer,Nolle Prosequi,4.0,50.0,House of Corrections,No,Yes,Yes
153,Paul Russell,Yes,No,Unknown,Black,Not yet determined,Male,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,625.0,680.0,a private attorney,267/87,5.0,21.0,County/Split,Yes,No,Yes
154,Gregory Wilkins,No,Yes,Less,Black,Not yet determined,Female,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,779.0,482.0,from CPCS,Other,9.0,13.0,"State Prison,Probation",No,No,Yes
155,Roger Hensley,Yes,Yes,Unclear,Hispanic,District Court,"Other (please specify their preferred gender identity, if known)",1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,141.0,762.0,a court-appointed lawyer,Continuance without a finding,8.0,26.0,House of Corrections,No,Yes,Yes
156,Paul Russell,No,Yes,More,Other,Superior Court,"Other (please specify their preferred gender identity, if known)",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,497.0,145.0,a private attorney,Nolle Prosequi,0.0,46.0,County/Split,Yes,Yes,No
157,Zachary Mccall,Yes,Yes,Unknown,Unknown,Superior Court,Female,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,531.0,50.0,a private attorney,Other,5.0,21.0,Probation,Yes,No,Yes
158,Rebecca Becker,Yes,No,More,Black,District Court,Female,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,721.0,488.0,unknown,Nolle Prosequi,4.0,8.0,"State Prison,Probation",Yes,Yes,Yes
159,Matthew Perez,No,No,Less,Other,District Court,"Other (please specify their preferred gender identity, if known)",1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,171.0,210.0,a private attorney,Guilty verdict/finding,6.0,22.0,State Prison,No,Yes,No
160,Matthew Perez,No,Yes,Unclear,Other,Superior Court,Male,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,599.0,507.0,from CPCS,Other,1.0,2.0,"State Prison,Probation",No,No,No
161,Roger Hensley,Yes,Yes,More,Unknown,Not yet determined,Male,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,504.0,639.0,from CPCS,Dismissed,2.0,14.0,County/Split,No,Yes,No
162,Matthew Perez,No,Yes,Unknown,White,Not yet determined,Female,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,796.0,210.0,a private attorney,Other,9.0,18.0,County/Split,Yes,Yes,No
163,Julia Obrien,Yes,Yes,Unclear,White,District Court,"Other (please specify their preferred gender identity, if known)",0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,224.0,541.0,a court-appointed lawyer,Continuance without a finding,4.0,23.0,"State Prison,Probation",Yes,No,No
164,Matthew Perez,No,No,Unclear,Black,Superior Court,Male,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,680.0,59.0,a court-appointed lawyer,Nolle Prosequi,1.0,48.0,County/Split,Yes,No,No
165,Kaitlin Flores,No,No,More,White,District Court,Male,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,239.0,333.0,a court-appointed lawyer,Dismissed,6.0,7.0,State Prison,No,No,Yes
166,Marie Green,No,No,Unknown,Other,Not yet determined,"Other (please specify their preferred gender identity, if known)",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,376.0,767.0,a court-appointed lawyer,Dismissed,6.0,8.0,House of Corrections,No,No,No
167,Rebecca Becker,Yes,No,Less,Black,Superior Court,Female,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,177.0,564.0,a private attorney,Guilty verdict/finding,8.0,41.0,Probation,No,No,Yes
168,Rebecca Becker,Yes,No,Unknown,Unknown,District Court,Male,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,654.0,155.0,a court-appointed lawyer,267/87,4.0,44.0,County/Split,Yes,Yes,Yes
169,Zachary Mccall,Yes,No,More,Unknown,District Court,Female,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,741.0,668.0,a court-appointed lawyer,Nolle Prosequi,1.0,1.0,County/Split,Yes,Yes,Yes
170,Roger Hensley,No,Yes,Unknown,White,Not yet determined,Male,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,391.0,143.0,a court-appointed lawyer,Dismissed,9.0,20.0,County/Split,No,No,Yes
171,Marie Green,Yes,Yes,Less,Hispanic,District Court,"Other (please specify their preferred gender identity, if known)",1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,310.0,520.0,unknown,Dismissed,7.0,36.0,House of Corrections,No,No,No
172,Kyle White,Yes,No,Unclear,Hispanic,Superior Court,Male,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,556.0,583.0,a court-appointed lawyer,Continuance without a finding,3.0,46.0,Probation,Yes,Yes,No
173,Rebecca Becker,No,Yes,Unknown,Unknown,District Court,Female,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,149.0,593.0,from CPCS,267/87,1.0,28.0,House of Corrections,No,Yes,No
174,Zachary Mccall,Yes,Yes,Unknown,Other,Not yet determined,"Other (please specify their preferred gender identity, if known)",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,527.0,344.0,a court-appointed lawyer,Dismissed,9.0,46.0,"State Prison,Probation",Yes,No,No
175,Paul Russell,Yes,No,Unknown,Unknown,District Court,Male,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,991.0,176.0,from CPCS,267/87,6.0,7.0,State Prison,No,No,Yes
176,Rebecca Becker,No,Yes,More,Unknown,Superior Court,Male,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,752.0,182.0,unknown,Continuance without a finding,4.0,26.0,State Prison,Yes,Yes,Yes
177,Marie Green,Yes,Yes,Unknown,Black,District Court,Female,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,219.0,265.0,from CPCS,Guilty verdict/finding,5.0,44.0,State Prison,Yes,Yes,Yes
178,Kaitlin Flores,Yes,Yes,Less,Other,District Court,Female,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,226.0,741.0,unknown,Dismissed,4.0,17.0,Probation,No,No,Yes
179,Kyle White,No,Yes,Unclear,Unknown,Not yet determined,Male,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,212.0,78.0,from CPCS,267/87,5.0,50.0,Probation,Yes,No,No
180,Roger Hensley,No,No,Unclear,Hispanic,Not yet determined,Male,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,404.0,321.0,unknown,Continuance without a finding,0.0,10.0,County/Split,Yes,Yes,Yes
181,Rebecca Becker,No,Yes,Unclear,Hispanic,District Court,Female,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,424.0,525.0,a court-appointed lawyer,Guilty verdict/finding,9.0,18.0,House of Corrections,No,No,Yes
182,Paul Russell,Yes,No,Less,Hispanic,Not yet determined,Male,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,116.0,126.0,unknown,Dismissed,8.0,33.0,Probation,Yes,Yes,No
183,Rebecca Becker,No,No,Unknown,Black,Not yet determined,"Other (please specify their preferred gender identity, if known)",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,815.0,397.0,a private attorney,Guilty verdict/finding,0.0,32.0,County/Split,Yes,Yes,Yes
184,Roger Hensley,No,No,Unknown,Other,Superior Court,Male,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,850.0,472.0,unknown,Nolle Prosequi,8.0,5.0,Probation,No,No,No
185,Matthew Perez,Yes,Yes,Unknown,White,Not yet determined,Female,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,620.0,116.0,unknown,Continuance without a finding,4.0,2.0,County/Split,Yes,No,No
186,Gregory Wilkins,No,No,More,Unknown,Superior Court,"Other (please specify their preferred gender identity, if known)",1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,348.0,471.0,from CPCS,Continuance without a finding,10.0,7.0,House of Corrections,Yes,No,No
187,Gregory Wilkins,No,No,Less,White,Not yet determined,"Other (please specify their preferred gender identity, if known)",1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,906.0,636.0,from CPCS,267/87,0.0,20.0,State Prison,Yes,Yes,Yes
188,Julia Obrien,No,No,Unknown,Other,Not yet determined,"Other (please specify their preferred gender identity, if known)",0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,582.0,373.0,a court-appointed lawyer,Continuance without a finding,8.0,11.0,House of Corrections,Yes,Yes,No
189,Roger Hensley,No,Yes,Unclear,Unknown,Not yet determined,"Other (please specify their preferred gender identity, if known)",0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,545.0,497.0,a private attorney,Other,4.0,48.0,"State Prison,Probation",No,No,No
190,Zachary Mccall,Yes,Yes,Unclear,Other,District Court,Female,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,174.0,270.0,unknown,Guilty verdict/finding,5.0,35.0,"State Prison,Probation",Yes,No,Yes
191,Rebecca Becker,Yes,Yes,Less,Unknown,District Court,Male,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,168.0,235.0,from CPCS,Continuance without a finding,9.0,40.0,County/Split,No,Yes,No
192,Gregory Wilkins,No,No,Unclear,White,Not yet determined,"Other (please specify their preferred gender identity, if known)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,131.0,40.0,a private attorney,Continuance without a finding,4.0,0.0,County/Split,No,Yes,Yes
193,Kaitlin Flores,No,Yes,Unclear,Other,Not yet determined,Male,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,608.0,617.0,unknown,267/87,2.0,13.0,County/Split,Yes,Yes,No
194,Kyle White,Yes,Yes,Unclear,White,Superior Court,Female,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,872.0,773.0,a private attorney,Continuance without a finding,10.0,4.0,County/Split,No,No,No
195,Zachary Mccall,No,Yes,More,White,Not yet determined,Female,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,978.0,33.0,a court-appointed lawyer,Other,8.0,25.0,County/Split,No,No,Yes
196,Rebecca Becker,No,Yes,Less,Black,District Court,Male,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,329.0,247.0,from CPCS,Other,4.0,30.0,County/Split,No,No,Yes
197,Kyle White,No,No,Less,Unknown,Superior Court,"Other (please specify their preferred gender identity, if known)",1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,346.0,33.0,from CPCS,Guilty verdict/finding,8.0,7.0,County/Split,No,No,Yes
198,Julia Obrien,Yes,No,Less,Unknown,Not yet determined,Male,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,376.0,665.0,a court-appointed lawyer,Nolle Prosequi,3.0,48.0,House of Corrections,No,No,Yes
199,Marie Green,Yes,No,More,White,Not yet determined,"Other (please specify their preferred gender identity, if known)",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,603.0,197.0,a private attorney,Continuance without a finding,7.0,48.0,"State Prison,Probation",No,Yes,Yes
200,Kaitlin Flores,Yes,Yes,Less,Hispanic,District Court,"Other (please specify their preferred gender identity, if known)",1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,471.0,349.0,a private attorney,Other,3.0,43.0,House of Corrections,Yes,No,Yes
201,Rebecca Becker,Yes,No,Unknown,Hispanic,Superior Court,Male,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,224.0,594.0,a court-appointed lawyer,Dismissed,10.0,13.0,State Prison,Yes,No,No
202,Marie Green,Yes,Yes,Unclear,Unknown,District Court,Female,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,728.0,504.0,a private attorney,Nolle Prosequi,9.0,1.0,State Prison,No,Yes,No
203,Kyle White,Yes,No,Less,Other,Superior Court,Female,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,606.0,514.0,a private attorney,267/87,1.0,17.0,State Prison,No,No,No
204,Gregory Wilkins,Yes,Yes,Less,Other,District Court,Male,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,165.0,229.0,from CPCS,Guilty verdict/finding,9.0,22.0,State Prison,No,Yes,No
205,Kyle White,Yes,Yes,Unclear,Unknown,Not yet determined,Female,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,337.0,711.0,unknown,Nolle Prosequi,6.0,9.0,County/Split,No,Yes,Yes
206,Gregory Wilkins,Yes,Yes,Unclear,White,Not yet determined,Female,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,788.0,118.0,unknown,Guilty verdict/finding,2.0,5.0,State Prison,No,No,Yes
207,Gregory Wilkins,Yes,Yes,Unclear,Other,Superior Court,"Other (please specify their preferred gender identity, if known)",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,737.0,441.0,unknown,Nolle Prosequi,6.0,17.0,Probation,No,No,Yes
208,Julia Obrien,Yes,No,Less,Hispanic,Superior Court,Male,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,193.0,386.0,unknown,Continuance without a finding,1.0,30.0,House of Corrections,Yes,Yes,No
209,Paul Russell,Yes,Yes,More,Unknown,Superior Court,Male,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,885.0,18.0,a court-appointed lawyer,Dismissed,6.0,31.0,State Prison,Yes,No,No
210,Roger Hensley,No,Yes,More,Black,District Court,Female,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,818.0,501.0,unknown,Dismissed,7.0,35.0,Probation,Yes,No,Yes
211,Kyle White,No,No,Unknown,Black,Superior Court,Female,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,674.0,682.0,a court-appointed lawyer,Dismissed,6.0,33.0,"State Prison,Probation",No,No,Yes
212,Roger Hensley,No,Yes,More,Hispanic,District Court,Male,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,369.0,571.0,a private attorney,Dismissed,2.0,47.0,State Prison,Yes,Yes,No
213,Marie Green,Yes,Yes,Unclear,Other,Superior Court,Male,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,886.0,182.0,a private attorney,Other,7.0,35.0,House of Corrections,No,Yes,No
214,Matthew Perez,Yes,No,Less,Black,Superior Court,Male,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,919.0,160.0,a private attorney,Guilty verdict/finding,1.0,16.0,Probation,Yes,Yes,Yes
215,Marie Green,No,No,Unclear,Hispanic,Superior Court,Female,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,213.0,4.0,a private attorney,267/87,5.0,12.0,House of Corrections,Yes,No,No
216,Kaitlin Flores,Yes,Yes,More,Unknown,Superior Court,Male,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,668.0,705.0,a court-appointed lawyer,Continuance without a finding,9.0,29.0,State Prison,No,No,Yes
217,Kaitlin Flores,Yes,Yes,Unknown,White,Not yet determined,Male,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,619.0,533.0,unknown,Continuance without a finding,4.0,26.0,Probation,No,Yes,Yes
218,Roger Hensley,No,No,Less,Black,District Court,Male,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,432.0,207.0,from CPCS,Guilty verdict/finding,8.0,43.0,"State Prison,Probation",No,No,Yes
219,Matthew Perez,Yes,No,More,Hispanic,District Court,Male,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,257.0,758.0,a private attorney,Other,5.0,27.0,County/Split,No,Yes,Yes
220,Kaitlin Flores,Yes,Yes,Unclear,Other,District Court,"Other (please specify their preferred gender identity, if known)",1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,608.0,124.0,a court-appointed lawyer,Continuance without a finding,2.0,1.0,Probation,Yes,No,Yes
221,Kyle White,Yes,Yes,More,Black,Superior Court,Female,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,185.0,568.0,unknown,Guilty verdict/finding,2.0,8.0,State Prison,No,Yes,Yes
222,Matthew Perez,Yes,No,Unknown,Unknown,Not yet determined,"Other (please specify their preferred gender identity, if known)",1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,620.0,21.0,a court-appointed lawyer,Dismissed,0.0,26.0,County/Split,No,No,No
223,Paul Russell,Yes,Yes,Unknown,Other,Superior Court,"Other (please specify their preferred gender identity, if known)",1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,683.0,689.0,unknown,Other,1.0,37.0,County/Split,Yes,Yes,No
224,Paul Russell,No,Yes,Unclear,Black,Superior Court,Female,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,718.0,74.0,a private attorney,Other,2.0,29.0,Probation,No,Yes,No
225,Paul Russell,No,No,Unknown,Other,District Court,"Other (please specify their preferred gender identity, if known)",0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,180.0,20.0,unknown,267/87,10.0,34.0,House of Corrections,Yes,Yes,No
226,Zachary Mccall,No,Yes,Unclear,Other,District Court,"Other (please specify their preferred gender identity, if known)",1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,440.0,363.0,a court-appointed lawyer,267/87,4.0,14.0,County/Split,No,No,Yes
227,Rebecca Becker,Yes,No,More,Black,Superior Court,"Other (please specify their preferred gender identity, if known)",1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,275.0,398.0,unknown,Other,10.0,22.0,County/Split,Yes,Yes,Yes
228,Roger Hensley,Yes,No,Less,Black,Not yet determined,"Other (please specify their preferred gender identity, if known)",1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,785.0,547.0,unknown,Continuance without a finding,7.0,12.0,State Prison,No,Yes,No
229,Rebecca Becker,Yes,Yes,Unclear,Hispanic,Superior Court,Male,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,594.0,651.0,a court-appointed lawyer,Dismissed,8.0,7.0,County/Split,Yes,No,No
230,Marie Green,No,No,Unclear,Unknown,Not yet determined,"Other (please specify their preferred gender identity, if known)",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,908.0,787.0,a private attorney,Other,8.0,27.0,State Prison,Yes,Yes,No
231,Roger Hensley,No,Yes,More,Other,Superior Court,Female,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,441.0,611.0,from CPCS,Other,10.0,49.0,"State Prison,Probation",No,No,Yes
232,Roger Hensley,No,Yes,Less,Hispanic,Not yet determined,"Other (please specify their preferred gender identity, if known)",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,456.0,734.0,unknown,Guilty verdict/finding,1.0,36.0,"State Prison,Probation",Yes,No,Yes
